MotorSpeed,Voltage,Current,Temperature,NumberOfStarts,RunTime,Vibration,Age,MotorLoad,FaultHistory,RUL
1378.46,451.34,5.27,72.91,49,612.84,0.538,2149.27,53.92,0,3852.54
1456.41,445.94,3.09,56.03,26,1185.91,0.864,3488.01,48.84,0,2519.62
1415.95,410.6,4.93,48.98,33,360.75,0.586,5539.78,83.88,0,677.32
1492.03,446.56,3.63,63.48,37,1355.25,0.608,5510.05,61.92,1,451.25
1417.37,441.95,6.99,60.87,48,1310.85,0.745,4558.58,65.77,0,1460.47
1427.69,439.81,5.91,63.56,15,1012.33,0.595,3966.19,88.24,0,2100.98
1355.52,436.11,5.11,61.92,2,1179.38,0.344,2896.71,84.47,2,3112.23
1427.38,451.24,6.26,65.06,41,1158.63,0.151,5552.28,30.58,0,721.55
1328.81,449.48,4.15,74.47,7,964.94,0.316,6256.81,77.11,1,0.0
1370.8,432.27,5.54,65.68,32,587.83,0.279,6933.32,54.83,0,0.0
1488.02,444.07,5.2,49.5,4,1290.18,0.632,3334.12,43.57,0,2854.92
1489.29,430.28,5.26,73.63,20,1422.17,0.66,7048.28,24.0,1,0.0
1471.27,426.2,6.27,76.41,36,637.42,0.535,4915.08,58.98,0,1053.3
1401.65,433.73,5.73,91.52,32,576.62,0.246,5039.86,48.43,1,821.81
1447.61,448.62,5.29,48.77,28,958.96,0.857,6340.39,40.12,0,0.0
1449.82,449.53,3.35,62.43,13,812.13,0.417,4188.57,75.57,0,1978.76
1392.08,445.13,4.04,39.18,1,1043.48,0.621,1754.3,81.56,0,4543.57
1525.17,447.25,4.88,65.53,35,1362.4,0.51,6057.29,39.58,0,32.46
1493.87,445.16,5.09,54.52,48,326.3,0.542,5522.86,23.96,0,661.1
1438.95,433.59,3.87,79.23,30,1474.38,0.614,4459.58,87.9,0,1441.25
1451.34,444.32,7.41,52.25,36,878.0,0.361,5933.8,20.8,0,363.27
1460.42,448.0,6.52,43.11,25,1153.53,0.761,6240.42,94.97,0,0.0
1347.91,447.54,5.6,55.29,16,1185.62,0.184,2731.99,70.21,1,3523.09
1437.64,451.89,5.07,40.25,19,1220.6,0.292,5033.77,45.75,0,1417.63
1415.9,447.08,4.79,67.51,1,1018.57,0.758,1583.66,39.72,2,4161.99
1399.92,443.51,4.05,39.35,5,1088.67,0.618,4814.46,20.72,0,1483.05
1435.94,450.7,5.08,60.28,22,1086.71,1.008,4440.89,38.84,0,1452.23
1539.88,439.73,5.26,39.22,24,810.92,0.514,5737.86,31.02,1,513.08
1482.04,431.18,3.76,56.8,43,472.58,0.84,3390.42,68.97,0,2621.57
1421.44,438.37,5.33,76.43,45,634.24,0.129,4367.77,33.32,0,1803.64
1478.63,432.55,4.84,63.61,37,968.73,0.217,175.91,62.29,0,6079.37
